uf;municipio;escola;rede;TXApro_Total_2017;TXApro_1aSERIE_2017;TXApro_2aSERIE_2017;TXApro_3aSERIE_2017;TXApro_4aSERIE_2017;Indicador de Rendimento (P)_2017;TXApro_Total_2019;TXApro_1aSERIE_2019;TXApro_2aSERIE_2019;TXApro_3aSERIE_2019;TXApro_4aSERIE_2019;Indicador de Rendimento (P)_2019;TXApro_Total_2021;TXApro_1aSERIE_2021;TXApro_2aSERIE_2021;TXApro_3aSERIE_2021;TXApro_4aSERIE_2021;Indicador de Rendimento (P)_2021;TXApro_Total_2023;TXApro_1aSERIE_2023;TXApro_2aSERIE_2023;TXApro_3aSERIE_2023;TXApro_4aSERIE_2023;Indicador de Rendimento (P)_2023;saeb_Mat_2017;saeb_Port_2017;saeb_Media_padronizada_2017;saeb_Mat_2019;saeb_Port_2019;saeb_Media_padronizada_2019;saeb_Mat_2021;saeb_Port_2021;saeb_Media_padronizada_2021;saeb_Mat_2023;saeb_Port_2023;saeb_Media_padronizada_2023;IDEB_2017;IDEB_2019;IDEB_2021;IDEB_2023;Meta_2019;Meta_2021
ES;Serra;ESCOLA LAURA NASCIMENTO LOUREIRO;Privada;91.400;85.100;90.200;100.000;;0.914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ES;Serra;COLEGIO AMERICANO BATISTA DE LARANJEIRAS - INSTITUTO ENSINAR BRASIL;Privada;92.400;85.400;93.000;100.000;;0.924;;;;;;;;;;;;;;;;;;;325.520;317.200;6.010;;;;;;;;;;5.600;;;;5.700;5.900
ES;Serra;COLEGIO APICE;Privada;97.700;93.300;100.000;100.000;;0.977;;;;;;;;;;;;;;;;;;;329.450;315.970;6.047;;;;;;;;;;5.900;;;;6.100;6.300
ES;Serra;ESCOLA TECNICA CEDTEC;Privada;94.900;87.500;98.100;100.000;;0.949;;;;;;;;;;;;;;;;;;;337.300;319.960;6.217;;;;;;;;;;5.900;;;;6.100;6.300
ES;Vila Velha;CENTRO DE ENSINO CHARLES DARWIN;Privada;97.900;94.200;99.200;100.000;;0.977;;;;;;;;;;;;;;;;;;;370.720;333.080;6.882;;;;;;;;;;6.700;;;;6.900;7.000
ES;Vila Velha;COLEGIO SAO JOSE;Privada;99.100;98.600;98.900;100.000;;0.992;;;;;;;;;;;;;;;;;;;340.760;326.370;6.361;;;;;;;;;;6.300;;;;6.500;6.600
ES;Vila Velha;ESCOLA DE EDUCACACAO BASICA E PROFISSIONAL DOUTOR RONALDO YOUNG CARNEIRO DA ROCHA;Privada;95.000;91.000;96.000;98.500;;0.951;;;;;;;;;;;;;;;;;;;336.360;321.760;6.230;;;;;;;;;;5.900;;;;6.100;6.300
ES;Vila Velha;CAT ARLETHE ZORZANELLI BUAIZ;Privada;92.700;87.500;95.300;96.400;;0.929;;;;;;;;;;;;;;;;;;;331.570;308.290;5.962;;;;;;;;;;5.500;;;;5.700;5.900
ES;Vila Velha;EPG SAO CAMILO;Privada;96.300;94.900;93.800;100.000;;0.962;;;;;;;;;;;;;;;;;;;329.170;310.840;5.966;;;;;;;;;;5.700;;;;5.900;6.100
ES;Vila Velha;CAT HELCIO REZENDE DIAS;Privada;91.900;86.200;93.000;96.900;;0.918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ES;Vila Velha;COLEGIO AMERICANO BATISTA DA PRAIA DA COSTA;Privada;91.700;92.500;88.400;96.200;;0.923;;;;;;;;;;;;;;;;;;;318.150;297.390;5.610;;;;;;;;;;5.200;;;;5.400;5.600
ES;Vila Velha;UNIVERSO DO ENSINO NOVO MILENIO;Privada;98.700;98.200;97.800;100.000;;0.987;;;;;;;;;;;;;;;;;;;341.810;324.110;6.342;;;;;;;;;;6.300;;;;6.400;6.600
ES;Vila Velha;UP CENTRO EDUCACIONAL;Privada;98.500;97.000;97.600;100.000;;0.982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ES;Vitória;CAT JOSE MEIRA QUADROS;Privada;97.200;96.300;96.000;100.000;;0.974;;;;;;;;;;;;;;;;;;;329.120;300.870;5.816;;;;;;;;;;5.700;;;;5.900;6.000
ES;Vitória;COLEGIO SAGRADO CORACAO DE MARIA;Privada;93.900;87.800;96.000;97.900;;0.937;;;;;;;;;;;;;;;;;;;386.140;350.230;7.356;;;;;;;;;;6.900;;;;7.000;7.200
ES;Vitória;COLEGIO SALESIANO N S DA VITORIA;Privada;90.500;76.400;93.500;100.000;;0.888;;;;;;;;;;;;;;;;;;;359.980;333.430;6.737;;;;;;;;;;6.000;;;;6.200;6.300
ES;Vitória;COLEGIO AMERICANO BATISTA DE VITORIA;Privada;86.300;68.800;89.200;100.000;;0.839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ES;Vitória;ESCOLA SAO DOMINGOS;Privada;96.700;96.000;93.900;100.000;;0.966;;;;;;;;;;;;;;;;;;;403.190;361.870;7.770;;;;;;;;;;7.500;;;;7.600;7.700
ES;Vitória;SOCIEDADE CULTURAL MONTEIRO LOBATO CEMS;Privada;98.700;100.000;96.700;100.000;;0.989;;;;;;;;;;;;;;;;;;;372.520;333.890;6.920;;;;;;;;;;6.800;;;;7.000;7.100
ES;Vitória;CAT JOSE TARQUINIO SILVA;Privada;92.500;81.900;95.500;100.000;;0.918;;;;;;;;;;;;;;;;;;;331.460;320.270;6.139;;;;;;;;;;5.600;;;;5.800;6.000
ES;Vitória;CENTRO DE ENSINO CHARLES DARWIN;Privada;96.200;86.900;97.800;100.000;;0.945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ES;Vitória;COLEGIO SALESIANO JARDIM CAMBURI;Privada;95.400;99.000;87.600;100.000;;0.952;;;;;;;;;;;;;;;;;;;382.240;348.200;7.271;;;;;;;;;;6.900;;;;7.100;7.200
ES;Vitória;UP CENTRO EDUCACIONAL;Privada;97.400;97.300;93.800;100.000;;0.970;;;;;;;;;;;;;;;;;;;336.960;315.790;6.149;;;;;;;;;;6.000;;;;6.100;6.300
ES;Vitória;UP CENTRO EDUCACIONAL;Privada;99.400;99.000;99.100;100.000;;0.994;;;;;;;;;;;;;;;;;;;323.250;303.420;5.772;;;;;;;;;;5.700;;;;5.900;6.100
ES;Vitória;UP CENTRO EDUCACIONAL;Privada;97.200;93.100;97.500;98.600;;0.963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Barra do Piraí;ESCOLA SESI BARRA DO PIRAI;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;294.550;294.400;5.234;;;;;;;;;;5.200;;;;5.400;5.600
RJ;Barra Mansa;COLEGIO VERBO DIVINO;Privada;92.700;85.500;97.300;96.900;;0.929;;;;;;;;;;;;;;;;;;;371.200;337.780;6.960;;;;;;;;;;6.500;;;;6.600;6.800
RJ;Barra Mansa;ESCOLA SESI BARRA MANSA;Privada;97.000;97.900;93.500;100.000;;0.971;;;;;;;;;;;;;;;;;;;308.730;318.520;5.794;;;;;;;;;;5.600;;;;5.800;6.000
RJ;Belford Roxo;ESCOLA TECNICA REAL PROGNOSTICO LTDA;Privada;85.700;80.000;92.900;81.800;;0.845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Cabo Frio;COLEGIO FRANCISCANO SAGRADO CORACAO DE JESUS;Privada;98.000;97.700;96.800;100.000;;0.981;;;;;;;;;;;;;;;;;;;359.190;341.580;6.848;;;;;;;;;;6.700;;;;6.900;7.000
RJ;Cabo Frio;CENTRO EDUCACIONAL BARROSO LEITE;Privada;96.900;93.500;100.000;97.400;;0.969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Campos dos Goytacazes;COLEGIO BATISTA FLUMINENSE;Privada;93.700;89.600;92.700;98.400;;0.934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Campos dos Goytacazes;COL JOAO PAULO II;Privada;88.600;77.600;94.100;100.000;;0.895;;;;;;;;;;;;;;;;;;;306.110;299.720;5.476;;;;;;;;;;4.900;;;;5.100;5.300
RJ;Casimiro de Abreu;CENTRO EDUC 1ª IGREJA B CASEMIRO DE ABREU;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;353.430;340.260;6.747;;;;;;;;;;6.700;;;;6.900;7.000
RJ;Duque de Caxias;COL CARLOS GOMES;Privada;90.000;81.700;91.700;96.200;;0.894;;;;;;;;;;;;;;;;;;;306.820;308.330;5.615;;;;;;;;;;5.000;;;;5.200;5.400
RJ;Duque de Caxias;ESCOLA SESI DUQUE DE CAXIAS;Privada;87.200;72.200;100.000;100.000;;0.886;;;;;;;;;;;;;;;;;;;319.130;312.620;5.852;;;;;;;;;;5.200;;;;5.400;5.600
RJ;Guapimirim;CENTRO EDUCACIONAL IMPERIAL;Privada;88.000;69.200;95.200;93.800;;0.842;;;;;;;;;;;;;;;;;;;372.050;343.660;7.060;;;;;;;;;;5.900;;;;6.100;6.300
RJ;Itaboraí;CENTRO EDUCACIONAL MANILHENSE;Privada;98.700;94.400;100.000;100.000;;0.981;;;;;;;;;;;;;;;;;;;340.410;316.780;6.213;;;;;;;;;;6.100;;;;6.300;6.400
RJ;Itaboraí;CENTRO EDUCACIONAL SANMARTIN PEREZ;Privada;89.600;80.000;100.000;100.000;;0.923;;;;;;;;;;;;;;;;;;;349.270;332.790;6.577;;;;;;;;;;6.100;;;;6.200;6.400
RJ;Itaguaí;UNIAO EDUC SUL FLUMINENSE;Privada;84.800;69.100;92.600;96.400;;0.842;;;;;;;;;;;;;;;;;;;321.440;315.400;5.926;;;;;;;;;;5.000;;;;5.200;5.400
RJ;Macaé;ESCOLA DO SESI DE MACAE;Privada;99.500;98.700;100.000;100.000;;0.996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Magé;CENTRO EDUCACIONAL IMPERIAL;Privada;86.400;76.000;95.500;89.100;;0.861;;;;;;;;;;;;;;;;;;;348.810;333.760;6.585;;;;;;;;;;5.700;;;;5.900;6.000
RJ;Nilópolis;CENTRO EDUCACIONAL ALEGRIA DO SABER;Privada;89.500;80.000;85.700;100.000;;0.878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Niterói;INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO;Privada;99.300;97.800;100.000;100.000;;0.993;;;;;;;;;;;;;;;;;;;411.160;365.250;7.932;;;;;;;;;;7.900;;;;8.000;8.100
RJ;Niterói;COLEGIO E CURSO PENSI - ICARAI 2;Privada;95.200;91.300;96.600;100.000;;0.958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Niterói;COLEGIO PH;Privada;97.400;92.300;100.000;100.000;;0.973;;;;;;;;;;;;;;;;;;;383.060;348.040;7.280;;;;;;;;;;7.100;;;;7.200;7.300
RJ;Nova Friburgo;PROCREO CENTRO EST AS EMPR EVENTOS COMERCIO LTDA;Privada;91.600;88.900;88.200;97.100;;0.912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Nova Iguaçu;INSTITUTO MENINO JESUS DE COMENDADOR SOARES;Privada;98.100;100.000;92.100;100.000;;0.972;;;;;;;;;;;;;;;;;;;278.670;290.710;4.955;;;;;;;;;;4.800;;;;5.000;5.200
RJ;Nova Iguaçu;ESCOLA SESI NOVA IGUACU;Privada;98.400;100.000;94.400;100.000;;0.981;;;;;;;;;;;;;;;;;;;302.810;298.160;5.406;;;;;;;;;;5.300;;;;5.500;5.700
RJ;Nova Iguaçu;IPM- INSTITUTO POLITECNICO MILENNIUM;Privada;97.500;96.800;96.000;100.000;;0.976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Paraty;COLEGIO PARATY;Privada;95.200;94.700;100.000;91.700;;0.953;;;;;;;;;;;;;;;;;;;338.860;301.500;5.962;;;;;;;;;;5.700;;;;5.900;6.100
RJ;Petrópolis;COLEGIO SAO JOSE;Privada;95.400;87.200;100.000;100.000;;0.953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Petrópolis;COLEGIO BOM JESUS CANARINHOS;Privada;98.300;95.200;100.000;100.000;;0.983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Petrópolis;COLEGIO BOM JESUS SAO JOSE;Privada;92.100;86.800;92.300;100.000;;0.927;;;;;;;;;;;;;;;;;;;378.990;333.760;7.009;;;;;;;;;;6.500;;;;6.700;6.800
RJ;Petrópolis;INST PETROPOLITANO ADVENTISTA DE ENSINO;Privada;96.300;95.300;95.900;97.900;;0.964;;;;;;;;;;;;;;;;;;;327.590;318.160;6.053;;;;;;;;;;5.800;;;;6.000;6.200
RJ;Petrópolis;ESCOLA SESI PETROPOLIS;Privada;92.300;83.300;96.300;97.100;;0.918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Resende;COL DOM BOSCO;Privada;96.800;92.300;98.500;100.000;;0.968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Resende;ESCOLA SESI RESENDE;Privada;98.400;96.800;100.000;100.000;;0.989;;;;;;;;;;;;;;;;;;;338.650;322.650;6.276;;;;;;;;;;6.200;;;;6.400;6.500
RJ;Rio das Ostras;COLEGIO PRE UNIVERSITARIO MOSAICO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;COLEGIO CRUZEIRO-CENTRO;Privada;98.200;96.400;98.200;100.000;;0.982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;COL ANDREWS;Privada;94.900;92.300;96.400;95.100;;0.946;;;;;;;;;;;;;;;;;;;401.790;363.820;7.779;;;;;;;;;;7.400;;;;7.500;7.600
RJ;Rio de Janeiro;COLEGIO SANTO INACIO;Privada;96.100;93.300;95.200;100.000;;0.961;;;;;;;;;;;;;;;;;;;409.000;364.500;7.890;;;;;;;;;;7.600;;;;7.700;7.800
RJ;Rio de Janeiro;ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU;Privada;96.800;92.000;100.000;100.000;;0.972;;;;;;;;;;;;;;;;;;;389.350;359.120;7.534;;;;;;;;;;7.300;;;;7.400;7.600
RJ;Rio de Janeiro;COLEGIO SAGRADO CORACAO DE MARIA;Privada;92.100;87.700;91.800;100.000;;0.929;;;;;;;;;;;;;;;;;;;378.280;355.400;7.323;;;;;;;;;;6.800;;;;6.900;7.100
RJ;Rio de Janeiro;COLEGIO PENSI MARTINS - VILA ISABEL;Privada;96.900;95.200;95.100;100.000;;0.967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;ESC PORTO SEGURO;Privada;;;;;;;;;;;;;;;;;;;;;;;;;338.130;320.260;6.233;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;COLEGIO PENSI MARTINS - MEIER;Privada;91.800;81.600;96.300;97.700;;0.913;;;;;;;;;;;;;;;;;;;370.900;355.680;7.223;;;;;;;;;;6.600;;;;6.700;6.900
RJ;Rio de Janeiro;COL DE APLICACAO DR PAULO GISSONI;Privada;85.700;76.800;90.900;95.200;;0.869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;COL DE APLICACAO EMMANUEL LEONTISINIS;Privada;95.400;92.400;95.500;96.500;;0.948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;COLEGIO MERCEDARIO PIO XII;Privada;99.000;100.000;97.200;100.000;;0.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;COLEGIO ANGELORUM;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;COLEGIO MARTINSINHO;Privada;100.000;;;100.000;;1.000;;;;;;;;;;;;;;;;;;;412.850;364.410;7.943;;;;;;;;;;7.900;;;;8.000;8.100
RJ;Rio de Janeiro;COLEGIO PH;Privada;99.200;97.700;99.400;100.000;;0.990;;;;;;;;;;;;;;;;;;;386.170;350.540;7.361;;;;;;;;;;7.300;;;;7.400;7.500
RJ;Rio de Janeiro;CENTRO EDUCACIONAL ESPACO INTEGRADO;Privada;98.300;98.600;98.100;98.000;;0.982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;COLEGIO PH;Privada;97.900;97.300;95.800;100.000;;0.977;;;;;;;;;;;;;;;;;;;378.810;348.440;7.226;;;;;;;;;;7.100;;;;7.200;7.300
RJ;Rio de Janeiro;COLEGIO PH;Privada;98.200;96.700;97.600;100.000;;0.981;;;;;;;;;;;;;;;;;;;362.430;315.040;6.496;;;;;;;;;;6.400;;;;6.500;6.700
RJ;Rio de Janeiro;ESCOLA SESI MARACANA;Privada;94.000;91.100;96.400;95.700;;0.943;;;;;;;;;;;;;;;;;;;308.970;318.730;5.800;;;;;;;;;;5.500;;;;5.700;5.900
RJ;Rio de Janeiro;ESCOLA SESI SANTA CRUZ;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;314.860;300.400;5.609;;;;;;;;;;5.600;;;;5.800;6.000
RJ;Rio de Janeiro;CENTRO EDUCACIONAL CALIFORNIA;Privada;91.000;88.900;90.200;96.600;;0.918;;;;;;;;;;;;;;;;;;;302.100;305.370;5.504;;;;;;;;;;5.100;;;;5.300;5.500
RJ;Rio de Janeiro;COLEGIO SAO JUDAS TADEU;Privada;90.000;82.100;98.000;91.400;;0.900;;;;;;;;;;;;;;;;;;;328.370;326.950;6.196;;;;;;;;;;5.600;;;;5.800;6.000
RJ;Rio de Janeiro;SISTEMA ELITE DE ENSINO;Privada;97.700;94.700;99.200;100.000;;0.979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;CURSO DE APLICACAO UNIVERSITARIA LTDA;Privada;91.900;92.600;91.000;91.500;;0.917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;COLEGIO E CURSO PENSI - TIJUCA 1;Privada;88.300;69.700;85.200;100.000;;0.831;;;;;;;;;;;;;;;;;;;417.650;371.460;8.116;;;;;;;;;;6.700;;;;6.900;7.000
RJ;Rio de Janeiro;COL ISRAELITA BRAS A LIESSIN SCHOLEM ALEICHEM;Privada;98.200;96.700;97.900;100.000;;0.982;;;;;;;;;;;;;;;;;;;386.360;339.600;7.200;;;;;;;;;;7.100;;;;7.200;7.300
RJ;Rio de Janeiro;COLEGIO MAIA SANTOS;Privada;84.700;70.800;84.600;100.000;;0.835;;;;;;;;;;;;;;;;;;;286.420;284.190;4.967;;;;;;;;;;4.100;;;;4.400;4.600
RJ;Rio de Janeiro;COLEGIO PH;Privada;95.300;95.000;87.100;98.700;;0.933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;LE BARON EMPREENDIMENTOS COM LTDA - COLEGIO BARONESA;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;290.860;298.410;5.242;;;;;;;;;;5.200;;;;5.400;5.600
RJ;Rio de Janeiro;GRUPO EDUCACIONAL MOPI LTDA - UNIDADE ITANHANGA;Privada;94.700;88.500;100.000;100.000;;0.958;;;;;;;;;;;;;;;;;;;367.520;330.250;6.795;;;;;;;;;;6.500;;;;6.700;6.800
RJ;Rio de Janeiro;GRUPO EDUCACIONAL MOPI LTDA - UNIDADE INTEGRADO II - TIJUCA;Privada;97.200;96.300;95.800;100.000;;0.973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;ESCOLA SESI JACAREPAGUA - FREGUESIA;Privada;99.200;98.100;100.000;100.000;;0.994;;;;;;;;;;;;;;;;;;;323.920;315.430;5.961;;;;;;;;;;5.900;;;;6.100;6.300
RJ;Rio de Janeiro;COLEGIO PH;Privada;95.700;93.400;93.300;100.000;;0.955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Rio de Janeiro;ESCOLA SESC DE ENSINO MEDIO;Privada;99.400;99.400;98.800;100.000;;0.994;;;;;;;;;;;;;;;;;;;380.760;355.950;7.366;;;;;;;;;;7.300;;;;7.400;7.600
RJ;Santo Antônio de Pádua;CENTRO DE EDUCACAO LAVAQUIAL LTDA;Privada;96.400;100.000;100.000;92.300;;0.973;;;;;;;;;;;;;;;;;;;326.320;303.830;5.821;;;;;;;;;;5.700;;;;5.900;6.000
RJ;São Gonçalo;EXTERNATO DR ALBERT SABIN;Privada;98.100;93.500;100.000;100.000;;0.977;;;;;;;;;;;;;;;;;;;273.480;285.950;4.811;;;;;;;;;;4.700;;;;4.900;5.100
RJ;São Gonçalo;CENTRO EDUCACIONAL MENDES DUARTE;Privada;94.700;94.900;95.700;92.900;;0.945;;;;;;;;;;;;;;;;;;;307.090;300.300;5.498;;;;;;;;;;5.200;;;;5.400;5.600
RJ;São Gonçalo;COLEGIO CENECISTA PADRE ANTONIO VIEIRA;Privada;91.100;92.300;89.500;90.900;;0.909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;São João de Meriti;CENTRO EDUCACIONAL COLUMBIA 2000 LTDA;Privada;89.100;91.500;92.500;82.000;;0.884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ;Volta Redonda;ESCOLA SESI VOLTA REDONDA;Privada;98.500;100.000;100.000;95.700;;0.985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Agudos;ESCOLA SESI MARIA JOSE DELAZARI SILVEIRA;Privada;93.000;83.900;100.000;100.000;;0.940;;;;;;;;;;;;;;;;;;;359.890;328.860;6.667;;;;;;;;;;6.300;;;;6.400;6.600
SP;Alumínio;SESI 192 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;318.020;317.970;5.916;;;;;;;;;;5.900;;;;6.100;6.300
SP;Álvares Machado;SESI 348 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;319.820;313.810;5.879;;;;;;;;;;5.900;;;;6.100;6.200
SP;Americana;SESI 101 CENTRO EDUCACIONAL;Privada;99.300;98.200;100.000;100.000;;0.994;;;;;;;;;;;;;;;;;;;319.930;314.030;5.884;;;;;;;;;;5.800;;;;6.000;6.200
SP;Americana;SESI 422 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Americana;AMERICANA INSTITUTO EDUCACIONAL DE;Privada;97.600;94.700;100.000;98.400;;0.976;;;;;;;;;;;;;;;;;;;361.740;337.480;6.822;;;;;;;;;;6.700;;;;6.800;7.000
SP;Amparo;ESCOLA SESI WALDYR BEIRA;Privada;98.800;100.000;96.300;100.000;;0.987;;;;;;;;;;;;;;;;;;;310.630;305.850;5.631;;;;;;;;;;5.600;;;;5.800;5.900
SP;Andradina;SESI 025 CENTRO EDUCACIONAL;Privada;98.700;96.900;100.000;100.000;;0.989;;;;;;;;;;;;;;;;;;;307.850;315.170;5.731;;;;;;;;;;5.700;;;;5.900;6.000
SP;Araraquara;SESI 339 CENTRO EDUCACIONAL;Privada;98.900;97.800;100.000;98.800;;0.989;;;;;;;;;;;;;;;;;;;326.850;319.700;6.066;;;;;;;;;;6.000;;;;6.200;6.400
SP;Araras;ESCOLA SESI LUIZ PERICLES MUNIZ MICHIELIN;Privada;97.800;93.800;100.000;100.000;;0.978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Assis;SESI 280 CENTRO EDUCACIONAL;Privada;96.200;88.900;100.000;100.000;;0.960;;;;;;;;;;;;;;;;;;;308.030;303.860;5.565;;;;;;;;;;5.300;;;;5.500;5.700
SP;Avaré;SESI 300 CENTRO EDUCACIONAL;Privada;95.300;87.500;100.000;100.000;;0.955;;;;;;;;;;;;;;;;;;;330.280;312.360;6.004;;;;;;;;;;5.700;;;;5.900;6.100
SP;Bariri;SESI 143 CENTRO EDUCACIONAL;Privada;96.300;90.900;100.000;100.000;;0.968;;;;;;;;;;;;;;;;;;;341.000;317.930;6.238;;;;;;;;;;6.000;;;;6.200;6.400
SP;Barra Bonita;SESI 263 CENTRO EDUCACIONAL;Privada;97.100;92.000;100.000;100.000;;0.972;;;;;;;;;;;;;;;;;;;332.460;312.540;6.038;;;;;;;;;;5.900;;;;6.100;6.200
SP;Barretos;SESI 185 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;323.130;309.960;5.868;;;;;;;;;;5.900;;;;6.100;6.200
SP;Barretos;NOMELINI CIRANDINHA COLEGIO;Privada;96.800;96.200;96.700;97.300;;0.967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Batatais;SESI 235 CENTRO EDUCACIONAL;Privada;98.200;95.800;100.000;100.000;;0.986;;;;;;;;;;;;;;;;;;;314.510;313.960;5.807;;;;;;;;;;5.700;;;;5.900;6.100
SP;Bauru;SESI 296 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;325.420;315.820;5.988;;;;;;;;;;6.000;;;;6.200;6.300
SP;Bauru;SESI 358 CENTRO EDUCACIONAL;Privada;99.200;100.000;100.000;98.200;;0.994;;;;;;;;;;;;;;;;;;;310.280;309.390;5.679;;;;;;;;;;5.600;;;;5.800;6.000
SP;Bauru;SAO FRANCISCO DE ASSIS COLEGIO;Privada;99.000;100.000;97.400;100.000;;0.991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Bebedouro;SESI 110 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;290.160;314.530;5.473;;;;;;;;;;5.500;;;;5.700;5.900
SP;Birigui;ESCOLA SESI SAMIR NAKAD;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;325.690;320.810;6.066;;;;;;;;;;6.100;;;;6.200;6.400
SP;Boituva;ESCOLA SESI RENATO KENJI NAKAYA;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;321.960;313.990;5.912;;;;;;;;;;5.900;;;;6.100;6.300
SP;Botucatu;SESI 228 CENTRO EDUCACIONAL;Privada;96.600;93.200;96.700;100.000;;0.966;;;;;;;;;;;;;;;;;;;313.330;308.710;5.712;;;;;;;;;;5.500;;;;5.700;5.900
SP;Botucatu;EMBRAER COLEGIO CASIMIRO MONTENEGRO FILHO;Privada;98.900;98.300;98.300;100.000;;0.989;;;;;;;;;;;;;;;;;;;349.760;345.160;6.769;;;;;;;;;;6.700;;;;6.800;7.000
SP;Bragança Paulista;SESI 012 CENTRO EDUCACIONAL;Privada;98.100;100.000;93.300;100.000;;0.977;;;;;;;;;;;;;;;;;;;330.840;328.530;6.254;;;;;;;;;;6.100;;;;6.300;6.500
SP;Brotas;SESI 429 CENTRO EDUCACIONAL;Privada;96.300;92.300;95.000;100.000;;0.957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Caçapava;SESI 207 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;325.110;319.660;6.041;;;;;;;;;;6.000;;;;6.200;6.400
