uf;municipio;escola;rede;TXApro_Total_2017;TXApro_1aSERIE_2017;TXApro_2aSERIE_2017;TXApro_3aSERIE_2017;TXApro_4aSERIE_2017;Indicador de Rendimento (P)_2017;TXApro_Total_2019;TXApro_1aSERIE_2019;TXApro_2aSERIE_2019;TXApro_3aSERIE_2019;TXApro_4aSERIE_2019;Indicador de Rendimento (P)_2019;TXApro_Total_2021;TXApro_1aSERIE_2021;TXApro_2aSERIE_2021;TXApro_3aSERIE_2021;TXApro_4aSERIE_2021;Indicador de Rendimento (P)_2021;TXApro_Total_2023;TXApro_1aSERIE_2023;TXApro_2aSERIE_2023;TXApro_3aSERIE_2023;TXApro_4aSERIE_2023;Indicador de Rendimento (P)_2023;saeb_Mat_2017;saeb_Port_2017;saeb_Media_padronizada_2017;saeb_Mat_2019;saeb_Port_2019;saeb_Media_padronizada_2019;saeb_Mat_2021;saeb_Port_2021;saeb_Media_padronizada_2021;saeb_Mat_2023;saeb_Port_2023;saeb_Media_padronizada_2023;IDEB_2017;IDEB_2019;IDEB_2021;IDEB_2023;Meta_2019;Meta_2021
SP;Cajamar;CENTRO EDUCACIONAL SESI 438;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;326.690;311.360;5.939;;;;;;;;;;5.900;;;;6.100;6.300
SP;Campinas;PROGRESSO CAMPINEIRO COLEGIO;Privada;95.000;90.900;96.800;100.000;;0.957;;;;;;;;;;;;;;;;;;;394.860;361.110;7.641;;;;;;;;;;7.300;;;;7.400;7.600
SP;Campinas;SESI 403 CENTRO EDUCACIONAL;Privada;95.900;91.000;98.900;98.200;;0.959;;;;;;;;;;;;;;;;;;;322.650;315.160;5.939;;;;;;;;;;5.700;;;;5.900;6.100
SP;Campinas;ASTHER COLEGIO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;367.990;344.910;7.021;;;;;;;;;;7.000;;;;7.200;7.300
SP;Campinas;NOVO ANGLO COLEGIO UNIDADE BARAO GERALDO;Privada;95.900;97.300;89.700;100.000;;0.955;;;;;;;;;;;;;;;;;;;371.270;341.120;7.011;;;;;;;;;;6.700;;;;6.800;7.000
SP;Campinas;OBJETIVO DE CAMPINAS COLEGIO UNIDADE CENTRO;Privada;98.900;98.000;98.200;100.000;;0.987;;;;;;;;;;;;;;;;;;;361.150;340.350;6.857;;;;;;;;;;6.800;;;;6.900;7.100
SP;Campo Limpo Paulista;SESI 316 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;323.680;313.710;5.932;;;;;;;;;;5.900;;;;6.100;6.300
SP;Catanduva;SESI 206 CENTRO EDUCACIONAL;Privada;98.600;95.500;100.000;100.000;;0.985;;;;;;;;;;;;;;;;;;;317.120;308.770;5.766;;;;;;;;;;5.700;;;;5.900;6.100
SP;Cerquilho;SESI 428 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;313.650;306.000;5.676;;;;;;;;;;5.700;;;;5.900;6.100
SP;Cotia;RIO BRANCO COLEGIO UNIDADE GRANJA VIANA;Privada;94.300;92.800;91.400;98.700;;0.942;;;;;;;;;;;;;;;;;;;375.910;346.080;7.150;;;;;;;;;;6.700;;;;6.900;7.000
SP;Cotia;SESI 432 CENTRO EDUCACIONAL;Privada;98.400;100.000;93.800;100.000;;0.978;;;;;;;;;;;;;;;;;;;308.270;308.100;5.631;;;;;;;;;;5.500;;;;5.700;5.900
SP;Cruzeiro;SESI 401 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;312.820;297.180;5.532;;;;;;;;;;5.500;;;;5.700;5.900
SP;Cubatão;ESCOLA SESI RIBEMONT LOPES DE FARIAS;Privada;92.000;91.500;90.700;93.900;;0.920;;;;;;;;;;;;;;;;;;;295.490;295.370;5.261;;;;;;;;;;4.800;;;;5.000;5.300
SP;Descalvado;SESI 205 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;349.640;333.460;6.592;;;;;;;;;;6.600;;;;6.700;6.900
SP;Diadema;SESI 376 CENTRO EDUCACIONAL;Privada;96.600;100.000;100.000;91.300;;0.969;;;;;;;;;;;;;;;;;;;302.020;273.770;5.030;;;;;;;;;;4.900;;;;5.100;5.300
SP;Diadema;INSTITUTO DE ENSINO STAGIUM;Privada;98.600;95.800;100.000;100.000;;0.986;;;;;;;;;;;;;;;;;;;379.270;348.300;7.230;;;;;;;;;;7.100;;;;7.300;7.400
SP;Diadema;SESI 426 CENTRO EDUCACIONAL;Privada;97.900;93.800;100.000;100.000;;0.978;;;;;;;;;;;;;;;;;;;324.820;317.990;6.012;;;;;;;;;;5.900;;;;6.100;6.200
SP;Dois Córregos;BE A BA ESCOLA DE EDUCACAO INFANTIL E COLEGIO INTERLIGADO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Engenheiro Coelho;ADVENTISTA UNASP COLEGIO;Privada;94.500;91.400;92.300;100.000;;0.944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Fernandópolis;SESI 405 CENTRO EDUCACIONAL;Privada;97.000;93.300;96.600;100.000;;0.966;;;;;;;;;;;;;;;;;;;319.490;303.250;5.716;;;;;;;;;;5.500;;;;5.700;5.900
SP;Ferraz de Vasconcelos;SESI 240 CENTRO EDUCACIONAL;Privada;98.300;96.800;96.900;100.000;;0.979;;;;;;;;;;;;;;;;;;;304.770;303.270;5.510;;;;;;;;;;5.400;;;;5.600;5.800
SP;Franca;ESCOLA SESI WAYNER MACHADO DA SILVA;Privada;96.400;93.000;96.900;100.000;;0.965;;;;;;;;;;;;;;;;;;;325.130;314.900;5.970;;;;;;;;;;5.800;;;;6.000;6.100
SP;Garça;ESCOLA SESI FLAVIO APARECIDO PERES;Privada;96.000;92.300;96.400;100.000;;0.961;;;;;;;;;;;;;;;;;;;304.130;309.540;5.595;;;;;;;;;;5.400;;;;5.600;5.800
SP;Guararapes;SESI 237 CENTRO EDUCACIONAL;Privada;94.100;93.800;90.000;100.000;;0.944;;;;;;;;;;;;;;;;;;;325.640;312.770;5.945;;;;;;;;;;5.600;;;;5.800;6.000
SP;Guarujá;OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VII;Privada;98.600;100.000;100.000;97.000;;0.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Guarulhos;SESI 398 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Guarulhos;SANTA RITA COLEGIO;Privada;98.900;96.800;100.000;100.000;;0.989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Guarulhos;CIDADE JARDIM CUMBICA COLEGIO;Privada;97.500;94.400;98.400;100.000;;0.975;;;;;;;;;;;;;;;;;;;330.710;318.210;6.098;;;;;;;;;;5.900;;;;6.100;6.300
SP;Guarulhos;ESCOLA SESI HAGOP GUEREKMEZIAN;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Guarulhos;CARBONELL COLEGIO;Privada;84.800;68.300;97.000;92.100;;0.838;;;;;;;;;;;;;;;;;;;379.380;346.970;7.212;;;;;;;;;;6.000;;;;6.200;6.400
SP;Hortolândia;SESI 437 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Hortolândia;COLEGIO ANGLO UNIDADE HORTOLANDIA;Privada;94.100;91.800;95.000;97.100;;0.946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Igaraçu do Tietê;SESI 272 CENTRO EDUCACIONAL;Privada;97.900;100.000;93.800;100.000;;0.978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Indaiatuba;SESI 420 CENTRO EDUCACIONAL;Privada;98.000;94.900;100.000;100.000;;0.982;;;;;;;;;;;;;;;;;;;350.070;330.610;6.555;;;;;;;;;;6.400;;;;6.600;6.800
SP;Indaiatuba;COLEGIO PROGRESSO BILINGUE;Privada;94.900;95.700;90.000;100.000;;0.951;;;;;;;;;;;;;;;;;;;356.450;329.670;6.631;;;;;;;;;;6.300;;;;6.500;6.600
SP;Itapetininga;SESI 124 CENTRO EDUCACIONAL;Privada;98.200;93.800;100.000;100.000;;0.978;;;;;;;;;;;;;;;;;;;331.370;325.490;6.216;;;;;;;;;;6.100;;;;6.300;6.400
SP;Itapeva;SESI 399 CENTRO EDUCACIONAL;Privada;98.800;96.600;100.000;100.000;;0.988;;;;;;;;;;;;;;;;;;;310.460;316.640;5.790;;;;;;;;;;5.700;;;;5.900;6.100
SP;Itapira;SESI 210 CENTRO EDUCACIONAL;Privada;98.900;100.000;96.700;100.000;;0.989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Itatiba;BOM JESUS COLEGIO;Privada;97.000;95.800;95.000;100.000;;0.969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Itatiba;SESI 013 CENTRO EDUCACIONAL;Privada;98.900;96.900;100.000;100.000;;0.989;;;;;;;;;;;;;;;;;;;325.780;324.980;6.130;;;;;;;;;;6.100;;;;6.200;6.400
SP;Itu;SESI 031 CENTRO EDUCACIONAL;Privada;98.400;93.500;100.000;100.000;;0.977;;;;;;;;;;;;;;;;;;;324.390;321.940;6.065;;;;;;;;;;5.900;;;;6.100;6.300
SP;Jaboticabal;SESI 317 CENTRO EDUCACIONAL;Privada;99.100;100.000;96.800;100.000;;0.989;;;;;;;;;;;;;;;;;;;339.930;315.310;6.184;;;;;;;;;;6.100;;;;6.300;6.500
SP;Jacareí;SESI 160 CENTRO EDUCACIONAL;Privada;98.300;98.400;96.600;100.000;;0.983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Jaguariúna;OBJETIVO DE JAGUARIUNA COLEGIO UNIDADE I;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;314.360;334.770;6.116;;;;;;;;;;6.100;;;;6.300;6.500
SP;Jardinópolis;SESI 342 CENTRO EDUCACIONAL;Privada;98.800;96.900;100.000;100.000;;0.989;;;;;;;;;;;;;;;;;;;319.030;309.920;5.810;;;;;;;;;;5.700;;;;5.900;6.100
SP;Jaú;SESI 026 CENTRO EDUCACIONAL;Privada;93.100;88.100;96.700;100.000;;0.947;;;;;;;;;;;;;;;;;;;336.010;322.620;6.238;;;;;;;;;;5.900;;;;6.100;6.300
SP;José Bonifácio;SESI 381 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;313.230;292.150;5.462;;;;;;;;;;5.500;;;;5.700;5.900
SP;Jundiaí;SESI 179 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Jundiaí;ESCOLA SESI HUMBERTO CERESER;Privada;97.800;98.400;96.700;98.100;;0.977;;;;;;;;;;;;;;;;;;;327.280;298.390;5.753;;;;;;;;;;5.600;;;;5.800;6.000
SP;Jundiaí;SESI 355 CENTRO EDUCACIONAL;Privada;96.800;93.500;100.000;96.800;;0.967;;;;;;;;;;;;;;;;;;;325.370;296.990;5.705;;;;;;;;;;5.500;;;;5.700;5.900
SP;Jundiaí;ESCOLA SESI VANDERMIR FRANCESCONI JUNIOR;Privada;99.000;96.800;100.000;100.000;;0.989;;;;;;;;;;;;;;;;;;;336.300;317.490;6.166;;;;;;;;;;6.100;;;;6.300;6.400
SP;Jundiaí;SESI 092 CENTRO EDUCACIONAL;Privada;98.900;98.400;98.200;100.000;;0.989;;;;;;;;;;;;;;;;;;;308.710;308.640;5.646;;;;;;;;;;5.600;;;;5.800;6.000
SP;Jundiaí;LA FONTAINE ESCOLA EDUCACAO INFANTIL E FUNDAMENTAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;368.170;342.660;6.990;;;;;;;;;;7.000;;;;7.100;7.300
SP;Leme;SESI 208 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;320.030;315.190;5.903;;;;;;;;;;5.900;;;;6.100;6.300
SP;Lençóis Paulista;CENTRO EDUCACIONAL SESI 439;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;344.350;330.010;6.466;;;;;;;;;;6.500;;;;6.600;6.800
SP;Limeira;SESI 408 CENTRO EDUCACIONAL;Privada;97.900;95.900;100.000;100.000;;0.986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Limeira;SESI 005 CENTRO EDUCACIONAL;Privada;98.300;96.600;97.200;100.000;;0.979;;;;;;;;;;;;;;;;;;;319.600;309.750;5.815;;;;;;;;;;5.700;;;;5.900;6.100
SP;Lorena;SESI 162 CENTRO EDUCACIONAL;Privada;97.600;93.800;100.000;100.000;;0.978;;;;;;;;;;;;;;;;;;;318.930;314.430;5.876;;;;;;;;;;5.700;;;;5.900;6.100
SP;Marília;SESI 308 CENTRO EDUCACIONAL;Privada;98.900;100.000;96.700;100.000;;0.989;;;;;;;;;;;;;;;;;;;333.240;307.400;5.972;;;;;;;;;;5.900;;;;6.100;6.300
SP;Matão;ESCOLA SESI JOAO CARLOS MARCHESAN;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;313.890;300.090;5.590;;;;;;;;;;5.600;;;;5.800;6.000
SP;Mauá;SESI 397 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;301.660;301.780;5.444;;;;;;;;;;5.400;;;;5.600;5.800
SP;Mauá;SESI 079 CENTRO EDUCACIONAL;Privada;95.700;94.200;94.200;99.100;;0.958;;;;;;;;;;;;;;;;;;;305.430;306.290;5.564;;;;;;;;;;5.300;;;;5.500;5.700
SP;Mirandópolis;SESI 323 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;315.600;321.070;5.929;;;;;;;;;;5.900;;;;6.100;6.300
SP;Mococa;ESCOLA SESI PEDRO SUKADOLNIK;Privada;98.800;96.400;100.000;100.000;;0.988;;;;;;;;;;;;;;;;;;;335.870;314.530;6.115;;;;;;;;;;6.000;;;;6.200;6.400
SP;Mogi das Cruzes;ESCOLA SESI MILTON SOBROSA CORDEIRO;Privada;99.000;96.900;100.000;100.000;;0.989;;;;;;;;;;;;;;;;;;;324.050;318.690;6.012;;;;;;;;;;5.900;;;;6.100;6.300
SP;Mogi das Cruzes;SESI 365 CENTRO EDUCACIONAL;Privada;96.700;93.800;96.600;100.000;;0.967;;;;;;;;;;;;;;;;;;;304.420;304.150;5.518;;;;;;;;;;5.300;;;;5.500;5.700
SP;Mogi das Cruzes;SESI 413 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;339.880;323.990;6.313;;;;;;;;;;6.300;;;;6.500;6.600
SP;Mogi das Cruzes;COLEGIO VE;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;286.490;265.930;4.694;;;;;;;;;;4.700;;;;4.900;5.100
SP;Mogi Guaçu;SESI 176 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;327.750;316.320;6.028;;;;;;;;;;6.000;;;;6.200;6.400
SP;Monte Alto;SESI 227 CENTRO EDUCACIONAL;Privada;98.100;94.800;100.000;100.000;;0.982;;;;;;;;;;;;;;;;;;;319.130;308.940;5.797;;;;;;;;;;5.700;;;;5.900;6.100
SP;Nova Odessa;SESI 436 CENTRO EDUCACIONAL;Privada;97.700;96.800;96.300;100.000;;0.977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Osasco;SESI 425 CENTRO EDUCACIONAL;Privada;97.500;94.700;99.000;100.000;;0.978;;;;;;;;;;;;;;;;;;;320.660;314.990;5.909;;;;;;;;;;5.800;;;;6.000;6.100
SP;Osvaldo Cruz;SESI 283 CENTRO EDUCACIONAL;Privada;86.600;79.300;84.200;100.000;;0.870;;;;;;;;;;;;;;;;;;;339.270;315.500;6.178;;;;;;;;;;5.400;;;;5.600;5.800
SP;Ourinhos;SESI 144 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;343.200;336.110;6.541;;;;;;;;;;6.500;;;;6.700;6.900
SP;Ourinhos;COLEGIO CEO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Paraguaçu Paulista;SESI 380 CENTRO EDUCACIONAL;Privada;95.700;95.500;91.700;100.000;;0.956;;;;;;;;;;;;;;;;;;;343.770;321.490;6.330;;;;;;;;;;6.100;;;;6.200;6.400
SP;Pederneiras;SESI 337 CENTRO EDUCACIONAL;Privada;99.200;98.200;100.000;100.000;;0.994;;;;;;;;;;;;;;;;;;;331.240;319.330;6.122;;;;;;;;;;6.100;;;;6.300;6.400
SP;Pedreira;PEDREIRA FUNDACAO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;340.990;317.320;6.229;;;;;;;;;;6.200;;;;6.400;6.600
SP;Penápolis;SESI 136 CENTRO EDUCACIONAL;Privada;96.300;96.800;91.300;100.000;;0.959;;;;;;;;;;;;;;;;;;;297.030;294.280;5.267;;;;;;;;;;5.100;;;;5.300;5.500
SP;Peruíbe;NOSSA SENHORA DA DIVINA PROVIDENCIA COLEGIO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;351.190;324.520;6.480;;;;;;;;;;6.500;;;;6.600;6.800
SP;Pindamonhangaba;SESI 387 CENTRO EDUCACIONAL;Privada;97.600;93.300;100.000;100.000;;0.977;;;;;;;;;;;;;;;;;;;293.270;295.650;5.234;;;;;;;;;;5.100;;;;5.300;5.500
SP;Pindamonhangaba;COLEGIO BOM JESUS EXTERNATO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;Privada;95.300;93.300;93.800;100.000;;0.956;;;;;;;;;;;;;;;;;;;368.560;338.450;6.933;;;;;;;;;;6.600;;;;6.800;6.900
SP;Piracicaba;ESCOLA SESI NILTON TORRES DE BASTOS;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;343.580;329.220;6.444;;;;;;;;;;6.400;;;;6.600;6.800
SP;Piracicaba;SESI 085 CENTRO EDUCACIONAL;Privada;97.100;91.900;100.000;100.000;;0.971;;;;;;;;;;;;;;;;;;;338.020;332.090;6.408;;;;;;;;;;6.200;;;;6.400;6.600
SP;Pirapozinho;PRISMA COLEGIO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;350.620;332.670;6.594;;;;;;;;;;6.600;;;;6.800;6.900
SP;Pirassununga;SESI 390 CENTRO EDUCACIONAL;Privada;98.700;94.400;100.000;100.000;;0.981;;;;;;;;;;;;;;;;;;;319.010;319.280;5.950;;;;;;;;;;5.800;;;;6.000;6.200
SP;Pirassununga;PIRASSUNUNGA CENTRO EDUCACIONAL DE ENSINO MEDIO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Poá;SESI 175 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;309.470;290.060;5.378;;;;;;;;;;5.400;;;;5.600;5.800
SP;Porto Ferreira;SESI 334 CENTRO EDUCACIONAL;Privada;92.500;87.100;95.000;96.600;;0.927;;;;;;;;;;;;;;;;;;;350.000;319.160;6.383;;;;;;;;;;5.900;;;;6.100;6.300
SP;Presidente Epitácio;SESI 268 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;337.640;324.840;6.295;;;;;;;;;;6.300;;;;6.500;6.600
SP;Presidente Prudente;ESCOLA SESI DARCY ZACARIAS;Privada;98.300;96.600;100.000;100.000;;0.988;;;;;;;;;;;;;;;;;;;338.720;322.880;6.280;;;;;;;;;;6.200;;;;6.400;6.500
SP;Presidente Prudente;ESCOLA SESI ANTONIO SCALON;Privada;96.200;94.700;96.400;97.800;;0.963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Regente Feijó;SESI 368 CENTRO EDUCACIONAL;Privada;98.800;96.600;100.000;100.000;;0.988;;;;;;;;;;;;;;;;;;;318.560;314.480;5.871;;;;;;;;;;5.800;;;;6.000;6.200
SP;Regente Feijó;EXITO COLEGIO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;370.790;344.620;7.056;;;;;;;;;;7.100;;;;7.200;7.300
SP;Ribeirão Pires;SESI 080 CENTRO EDUCACIONAL;Privada;98.200;98.200;96.600;100.000;;0.982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Ribeirão Preto;ESCOLA SESI DR ORLANDO OMETTO;Privada;95.300;93.100;93.100;100.000;;0.953;;;;;;;;;;;;;;;;;;;322.720;313.840;5.920;;;;;;;;;;5.600;;;;5.800;6.000
SP;Ribeirão Preto;SESI 297 CENTRO EDUCACIONAL;Privada;98.800;96.300;100.000;100.000;;0.987;;;;;;;;;;;;;;;;;;;306.390;306.050;5.574;;;;;;;;;;5.500;;;;5.700;5.900
SP;Ribeirão Preto;SESI 298 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Ribeirão Preto;SESI 301 CENTRO EDUCACIONAL;Privada;97.800;93.500;98.200;100.000;;0.972;;;;;;;;;;;;;;;;;;;306.640;304.890;5.560;;;;;;;;;;5.400;;;;5.600;5.800
SP;Ribeirão Preto;SESI 344 CENTRO EDUCACIONAL;Privada;89.700;79.300;95.200;100.000;;0.906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Ribeirão Preto;SESI 345 CENTRO EDUCACIONAL;Privada;96.300;90.600;100.000;100.000;;0.967;;;;;;;;;;;;;;;;;;;325.290;302.150;5.781;;;;;;;;;;5.600;;;;5.800;6.000
SP;Ribeirão Preto;SESI 346 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;310.600;305.610;5.627;;;;;;;;;;5.600;;;;5.800;6.000
SP;Ribeirão Preto;SESI 362 CENTRO EDUCACIONAL;Privada;91.400;80.000;96.700;100.000;;0.913;;;;;;;;;;;;;;;;;;;293.000;273.410;4.898;;;;;;;;;;4.500;;;;4.700;4.900
SP;Rio Claro;SESI 083 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;329.000;316.210;6.044;;;;;;;;;;6.000;;;;6.200;6.400
SP;Salto;SESI 125 CENTRO EDUCACIONAL;Privada;99.200;100.000;96.400;100.000;;0.988;;;;;;;;;;;;;;;;;;;319.610;327.860;6.087;;;;;;;;;;6.000;;;;6.200;6.400
SP;Santa Bárbara d'Oeste;SESI 099 CENTRO EDUCACIONAL;Privada;99.400;100.000;98.300;100.000;;0.994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Santa Cruz do Rio Pardo;SESI 260 CENTRO EDUCACIONAL;Privada;98.800;100.000;100.000;96.400;;0.988;;;;;;;;;;;;;;;;;;;297.450;298.950;5.342;;;;;;;;;;5.300;;;;5.500;5.700
SP;Santana de Parnaíba;CENTRO EDUCACIONAL SESI 433;Privada;97.900;96.900;96.800;100.000;;0.979;;;;;;;;;;;;;;;;;;;300.130;311.910;5.574;;;;;;;;;;5.500;;;;5.700;5.800
SP;Santa Rita do Passa Quatro;SESI 255 CENTRO EDUCACIONAL;Privada;95.000;90.000;93.300;100.000;;0.943;;;;;;;;;;;;;;;;;;;355.640;330.460;6.631;;;;;;;;;;6.300;;;;6.400;6.600
SP;Santo Anastácio;SESI 138 CENTRO EDUCACIONAL;Privada;98.700;96.200;100.000;100.000;;0.987;;;;;;;;;;;;;;;;;;;310.570;304.630;5.612;;;;;;;;;;5.500;;;;5.700;5.900
SP;Santo André;CORACAO DE JESUS INSTITUTO;Privada;93.800;76.700;97.500;100.000;;0.901;;;;;;;;;;;;;;;;;;;313.750;307.720;5.703;;;;;;;;;;5.100;;;;5.300;5.500
SP;Santo André;SESI 094 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;324.110;309.500;5.875;;;;;;;;;;5.900;;;;6.100;6.200
SP;Santo André;SESI 166 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;310.190;310.870;5.700;;;;;;;;;;5.700;;;;5.900;6.100
SP;Santo André;SESI 221 CENTRO EDUCACIONAL;Privada;98.800;98.400;98.400;100.000;;0.989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Santo André;SESI 265 CENTRO EDUCACIONAL;Privada;94.400;85.700;98.100;100.000;;0.942;;;;;;;;;;;;;;;;;;;321.990;310.080;5.854;;;;;;;;;;5.500;;;;5.700;5.900
SP;Santo André;CLOVIS BEVILACQUA DR COLEGIO;Privada;96.400;95.600;95.000;97.800;;0.961;;;;;;;;;;;;;;;;;;;292.100;290.760;5.145;;;;;;;;;;4.900;;;;5.200;5.400
SP;Santo André;LICEU JARDIM;Privada;91.400;84.300;94.700;99.000;;0.922;;;;;;;;;;;;;;;;;;;418.290;364.430;8.020;;;;;;;;;;7.400;;;;7.500;7.600
SP;Santos;SESI 087 CENTRO EDUCACIONAL;Privada;90.800;81.400;98.100;100.000;;0.924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Santos;ORDEM E PROGRESSO ESCOLA ESPIRITUALISTA;Privada;98.500;96.600;100.000;100.000;;0.988;;;;;;;;;;;;;;;;;;;327.180;312.710;5.966;;;;;;;;;;5.900;;;;6.100;6.300
SP;Santos;SESI 412 CENTRO EDUCACIONAL;Privada;100.000;;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;326.190;312.470;5.949;;;;;;;;;;5.900;;;;6.100;6.300
SP;Santos;OBJETIVO DO LITORAL CENTRO EDUCACIONAL;Privada;98.600;97.800;99.200;100.000;;0.990;;;;;;;;;;;;;;;;;;;394.530;361.820;7.647;;;;;;;;;;7.600;;;;7.700;7.800
SP;São Bernardo do Campo;COLEGIO BOM JESUS SAO JOSE;Privada;98.900;100.000;96.700;100.000;;0.989;;;;;;;;;;;;;;;;;;;348.010;337.980;6.637;;;;;;;;;;6.600;;;;6.700;6.900
SP;São Bernardo do Campo;SESI 416 CENTRO EDUCACIONAL;Privada;96.800;96.800;93.700;100.000;;0.968;;;;;;;;;;;;;;;;;;;315.290;311.040;5.774;;;;;;;;;;5.600;;;;5.800;6.000
SP;São Caetano do Sul;SESI 222 CENTRO EDUCACIONAL;Privada;92.400;90.300;86.700;96.600;;0.910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
